,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
216,4320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.658,0.342,0.0,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.658,0.0,0.0,0.0,0.171,0.171,0.0,0.0,0.171,0.171,0.0,0.0,0.0,0.0,0.0,1.316,0.0,0.0,0.0,0.171,0.171,0.0,0.0,0.171,0.171,0.0,0.0,0.0,0.342,0.342,0.0,0.0,0.0,0.0,0.0,0.329,0.329,0.0,0.0,0.329,0.329,0.0,0.0,0.342,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658,0.658,0.342,0.0,0.0,0.0,0.342,0.0,0.0,0.0
217,4340.0,0.0,0.0,0.3136,0.3136,0.0,0.1864,0.3136,0.5,0.0,0.1864,0.0,0.1864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6272,0.0,0.3728,0.0,0.6272,0.0,0.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.3136,0.0,0.0,0.3136,0.3136,0.3728,0.0,0.3136,0.0,0.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3728,0.0,0.0,0.0,0.0,0.0,0.6272,0.0,0.3728,0.0,0.6272,0.0,0.0,0.0,0.0,0.0,0.3728,0.0,0.0,0.3136,0.0,0.0,0.3136,0.3136,0.3728,0.0,0.3136,0.0,0.0,0.3136,0.3136,0.0,0.1864,0.3136,0.5,0.0,0.1864,0.0,0.1864,0.0,0.0,0.0,0.0
218,4360.0,0.0,0.0,0.6502,0.0,0.0,0.0,0.0,0.0,0.1749,0.0,0.6502,0.1749,0.1749,0.0,0.0,0.1749,0.6502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3498,0.0,0.0,0.0,0.3251,0.0,0.3251,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.1749,0.0,0.1749,0.0,0.3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3004,0.0,0.0,0.0,0.3498,0.0,0.0,0.0,0.1749,0.0,0.1749,0.0,0.0,0.0,0.0,0.0,0.6502,0.0,0.6502,0.0,0.1749,0.0,0.1749,0.0,0.0,0.0,0.6502,0.0,0.0,0.0,0.0,0.0,0.1749,0.0,0.6502,0.1749,0.1749,0.0,0.0,0.1749
219,4380.0,0.9542,0.0,0.0,0.3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486,0.0,0.0,0.3486,0.3486,0.3486,0.3028,0.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486,0.3486,0.0,0.0,0.6972,0.3028,0.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972,0.0,0.0,0.0,0.3486,0.3486,0.3028,0.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486,0.3486,0.0,0.0,0.6972,0.3028,0.3028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972,0.0,0.0,0.0,0.9542,0.0,0.0,0.3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3486,0.0,0.0,0.3486
220,4400.0,0.1639,0.0,0.0,0.1639,0.3361,0.0,0.3361,0.0,0.1639,0.0,0.0,0.1639,0.3361,0.0,0.3361,0.0,0.0,0.0,0.3278,0.0,0.3361,0.0,0.3361,0.0,0.0,0.0,0.3278,0.0,0.3361,0.0,0.3361,0.0,0.0,0.3278,0.0,0.0,0.3361,0.3361,0.0,0.0,0.0,0.3278,0.0,0.0,0.3361,0.3361,0.0,0.0,0.3361,0.0,0.6639,0.0,0.0,0.0,0.0,0.0,0.3361,0.0,0.3361,0.0,0.0,0.0,0.3278,0.0,0.3361,0.6639,0.0,0.0,0.0,0.0,0.0,0.0,0.3361,0.3361,0.0,0.0,0.0,0.3278,0.0,0.0,0.1639,0.0,0.0,0.1639,0.3361,0.0,0.3361,0.0,0.1639,0.0,0.0,0.1639,0.3361,0.0,0.3361,0.0
221,4420.0,0.0,0.0,0.1671,0.1671,0.0,0.0,0.6658,0.6658,0.0,0.0,0.1671,0.1671,0.0,0.0,0.0,0.0,0.1671,0.0,0.0,0.1671,0.0,0.6658,0.6658,0.0,0.1671,0.0,0.0,0.1671,0.0,0.0,0.0,0.0,0.3342,0.0,0.0,0.0,0.0,0.6658,0.6658,0.0,0.3342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1671,0.3329,0.3329,0.1671,0.1671,0.3329,0.3329,0.1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3342,0.3329,0.3329,0.0,0.3342,0.3329,0.3329,0.0,0.0,0.0,0.1671,0.1671,0.0,0.0,0.6658,0.6658,0.0,0.0,0.1671,0.1671,0.0,0.0,0.0,0.0
222,4440.0,0.2954,0.0,0.2954,0.0,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.0,0.0,0.0,0.3523,0.3523,0.2954,0.2954,0.0,0.0,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.0,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.5908,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.0,0.0,0.0,0.3523,0.3523,0.1477,0.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.1477,0.3523,0.3523,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.2954,0.0,0.0,0.0,0.0,0.0,0.0,0.3523,0.6477,0.0,0.0,0.3523,0.3523,0.2954,0.0,0.2954,0.0,0.0,0.0,0.3523,0.3523,0.0,0.0,0.0,0.0,0.0,0.0,0.3523,0.3523
223,4460.0,0.3475,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1525,0.1525,0.0,0.0,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.1525,0.695,0.0,0.1525,0.1525,0.0,0.0,0.1525,0.3475,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,0.3475,0.5,0.0,0.1525,0.0,0.1525,0.0,0.1525,0.1525,0.695,0.0,0.1525,0.1525,0.695,0.0,0.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3475,0.5,0.0,0.1525,0.3475,0.5,0.0,0.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3475,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1525,0.1525,0.0,0.0
224,4480.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0,0.0,0.0,0.1729,0.1729,0.3271,0.3271,0.0,0.0,0.0,0.0,0.1729,0.1729,0.3271,0.3271,0.0,0.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0,0.6542,0.6542,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.0,0.1729,0.1729,0.0,0.0,0.0,0.0,1.3084,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.0,0.1729,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0,0.0,0.1729,0.1729,0.0,0.6542,0.0,0.0,0.0
225,4500.0,0.1551,0.3449,0.5,0.0,0.1551,0.0,0.1551,0.0,0.0,0.0,0.0,0.0,0.0,0.3449,0.3449,0.0,0.3449,0.1551,0.1551,0.3449,0.0,0.1551,0.1551,0.0,0.0,0.0,0.0,0.0,0.3449,0.0,0.0,0.3449,0.0,0.3449,0.0,0.6551,0.0,0.0,0.0,0.3102,0.0,0.0,0.0,0.0,0.0,0.3449,0.0,0.3449,0.0,0.1551,0.1551,0.0,0.3449,0.0,0.0,0.3449,0.3449,0.1551,0.1551,0.3449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3102,0.0,0.3449,0.0,0.3449,0.0,0.3449,0.0,0.6551,0.0,0.0,0.0,0.0,0.1551,0.3449,0.5,0.0,0.1551,0.0,0.1551,0.0,0.0,0.0,0.0,0.0,0.0,0.3449,0.3449,0.0
226,4520.0,0.0,0.0,0.666,0.0,0.0,0.667,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.667,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.334,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.334,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666,0.0,0.0,0.667,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0
227,4540.0,0.0,1.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653,0.0,0.0,0.3265,0.0,0.5,0.1735,0.0,0.0,0.1735,0.1735,0.0,0.0,0.0,0.0,0.3265,0.0,0.3265,0.0,0.0,0.3265,0.3265,0.347,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.3265,0.3265,0.0,0.0,0.0,0.0,0.0,0.653,0.0,1.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653,0.653,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653,0.0,0.0
228,4560.0,0.1554,0.0,0.0,0.1554,0.6892,0.6892,0.0,0.0,0.1554,0.0,0.0,0.1554,0.0,0.0,0.0,0.0,0.1554,0.0,0.0,0.1554,0.0,0.6892,0.6892,0.0,0.1554,0.0,0.0,0.1554,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.1554,1.3784,0.0,0.0,0.0,0.0,0.1554,0.0,0.1554,0.0,0.0,0.0,0.0,0.1554,0.3446,0.3446,0.1554,0.0,0.3446,0.3446,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.0,0.1554,0.6892,0.1554,0.0,0.1554,0.6892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554,0.0,0.1554,0.1554,0.0,0.0,0.1554,0.6892,0.6892,0.0,0.0,0.1554,0.0,0.0,0.1554,0.0,0.0,0.0,0.0
229,4580.0,0.3403,0.1597,0.5,0.0,0.0,0.0,0.0,0.0,0.3403,0.1597,0.5,0.0,0.0,0.0,0.0,0.0,0.3403,0.3194,0.0,0.3403,0.0,0.0,0.0,0.0,0.3403,0.3194,0.0,0.3403,0.0,0.0,0.0,0.0,0.3403,0.0,0.5,0.1597,0.0,0.0,0.0,0.0,0.3403,0.0,0.5,0.1597,0.0,0.0,0.0,0.0,0.3403,0.0,0.0,0.3403,0.0,0.3194,0.0,0.0,0.3403,0.3194,0.0,0.3403,0.0,0.0,0.0,0.0,0.3403,0.0,0.3403,0.0,0.0,0.0,0.1597,0.1597,0.3403,0.0,0.5,0.1597,0.0,0.0,0.0,0.0,0.3403,0.1597,0.5,0.0,0.0,0.0,0.0,0.0,0.3403,0.1597,0.5,0.0,0.0,0.0,0.0,0.0
230,4600.0,0.0,0.0,0.0,0.0,0.0,0.6764,0.0,0.3236,0.0,0.0,0.0,0.3236,0.0,0.6764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3382,0.3382,0.3236,0.0,0.0,0.0,0.3236,0.0,0.3382,0.3382,0.0,0.0,0.0,0.0,0.0,0.3382,0.1618,0.3382,0.1618,0.0,0.1618,0.0,0.1618,0.3382,0.0,0.3382,0.0,0.0,0.0,0.0,0.0,0.0,0.6764,0.6764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6472,0.0,0.0,0.0,0.0,0.6764,0.0,0.6764,0.0,0.0,0.0,0.0,0.0,0.0,0.3236,0.0,0.3236,0.0,0.0,0.0,0.0,0.0,0.6764,0.0,0.3236,0.0,0.0,0.0,0.3236,0.0,0.6764,0.0,0.0
231,4620.0,0.0,0.193,0.193,0.0,0.0,0.0,0.307,0.307,0.0,0.0,0.0,0.0,0.0,0.193,0.5,0.307,0.0,0.193,0.193,0.0,0.0,0.307,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.5,0.193,0.307,0.0,0.0,0.0,0.386,0.0,0.0,0.307,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.307,0.693,0.0,0.0,0.0,0.0,0.0,0.193,0.193,0.0,0.0,0.5,0.193,0.307,0.0,0.307,0.0,0.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.0,0.0,0.307,0.693,0.0,0.0,0.307,0.307,0.0,0.193,0.193,0.0,0.0,0.0,0.307,0.307,0.0,0.0,0.0,0.0,0.0,0.193,0.5,0.307
232,4640.0,0.0,0.8012,0.0,0.1988,0.0,0.6024,0.0,0.0,0.0,0.1988,0.0,0.1988,0.0,0.0,0.0,0.0,0.0,0.1988,0.8012,0.0,0.0,0.0,0.6024,0.0,0.0,0.1988,0.1988,0.0,0.0,0.0,0.0,0.0,0.1988,0.0,0.5,0.3012,0.0,0.0,0.3012,0.3012,0.1988,0.0,0.1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1988,1.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.1988,0.1988,0.0,0.0,0.0,0.0,0.0,0.1988,0.0,0.8012,0.6024,0.0,0.0,0.0,0.0,0.1988,0.0,0.1988,0.0,0.0,0.8012,0.0,0.1988,0.0,0.6024,0.0,0.0,0.0,0.1988,0.0,0.1988,0.0,0.0,0.0,0.0
233,4660.0,0.0,0.2869,0.2869,0.0,0.0,0.2869,0.2869,0.0,0.2131,0.2131,0.0,0.0,0.2131,0.2131,0.0,0.0,0.0,0.0,0.5738,0.0,0.0,0.0,0.5738,0.0,0.0,0.0,0.4262,0.0,0.0,0.0,0.4262,0.0,0.0,0.0,0.0,0.5738,0.0,0.0,0.0,0.5738,0.0,0.2131,0.2131,0.0,0.0,0.2131,0.2131,0.0,0.0,0.0,0.4262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5738,0.0,0.0,0.0,0.0,0.0,0.0,0.2131,0.2131,0.0,0.0,0.2131,0.2131,0.5738,0.0,0.0,0.0,0.5738,0.0,0.0,0.0,0.0,0.0,0.2869,0.2869,0.0,0.0,0.2869,0.2869,0.0,0.2131,0.2131,0.0,0.0,0.2131,0.2131,0.0,0.0
234,4680.0,0.5508,0.0,0.0,0.4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,0.5508,0.0,0.0,0.0,0.0,0.2754,0.7246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,0.0,0.0,0.2754,0.2754,0.0,0.2754,0.0,0.4492,0.2754,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,0.0,0.2754,0.0,0.0,0.2754,0.0,0.5508,0.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.0,0.5508,0.0,0.0,0.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984,0.0,0.5508,0.0,0.0,0.4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4492,0.5508,0.0,0.0,0.0
235,4700.0,0.0,0.0,0.2163,0.2163,0.0,0.5674,0.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163,0.2163,0.2163,0.2163,0.0,0.0,0.0,0.0,0.5674,0.5674,0.0,0.0,0.0,0.0,0.2163,0.2163,0.0,0.0,0.0,0.0,0.2163,0.2163,1.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163,0.2163,0.0,0.0,0.0,0.0,0.0,0.0,0.2837,0.2837,0.2163,0.2163,0.2837,0.2837,0.2163,0.2163,0.0,0.0,0.0,0.0,0.0,0.0,0.5674,0.0,0.0,0.0,0.5674,0.0,0.2163,0.2163,0.0,0.0,0.2163,0.2163,0.0,0.0,0.2163,0.2163,0.0,0.5674,0.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163,0.2163
236,4720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544,0.2728,0.0,0.2728,0.0,0.2728,0.0,0.2728,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.2272,0.2272,0.0,0.2728,0.0,0.2728,0.0,0.2728,0.2272,0.5,0.0,0.0,0.0,0.0,0.0,0.2272,0.2272,0.0,0.2728,0.0,0.0,0.2728,0.2728,0.2272,0.2272,0.2728,0.0,0.2728,0.0,0.2728,0.0,0.0,0.0,0.0,0.0,0.2728,0.0,0.2728,0.0,0.0,0.4544,0.4544,0.2728,0.0,0.0,0.2728,0.0,0.0,0.0,0.0,0.2728,0.0,0.0,0.2728,0.0,0.4544,0.4544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4544,0.2728,0.0,0.2728,0.0,0.2728,0.0,0.2728,0.4544
237,4740.0,0.0,0.0,0.0,0.0,0.0,0.2302,0.0,0.2302,0.0,0.5396,0.0,0.0,0.0,0.7698,0.0,0.2302,0.0,0.0,0.0,0.0,0.0,0.2302,0.0,0.2302,0.2698,0.0,0.0,0.2698,0.2698,0.2302,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2302,0.2302,0.0,0.0,0.2698,0.2698,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5396,0.2302,0.0,0.7698,0.0,0.0,0.0,0.0,0.0,0.2302,0.0,0.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.7698,0.7698,0.0,0.0,0.0,0.0,0.0,0.0,0.2302,0.2302,0.0,0.0,0.0,0.0,0.0,0.2302,0.0,0.2302,0.0,0.5396,0.0,0.0,0.0,0.7698,0.0,0.2302
238,4760.0,0.0,0.0,0.2864,0.2864,0.0,0.0,0.2864,0.2864,0.0,0.2136,0.2136,0.0,0.0,0.2136,0.2136,0.0,0.0,0.0,0.0,0.5728,0.0,0.0,0.0,0.5728,0.0,0.0,0.2136,0.2136,0.0,0.0,0.2136,0.2136,0.0,0.0,0.2864,0.2864,0.0,0.0,0.2864,0.2864,0.2136,0.2136,0.0,0.0,0.2136,0.2136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2136,0.2136,0.0,0.0,0.2136,0.7864,0.0,0.0,0.0,0.5728,0.0,0.0,0.0,0.0,0.2136,0.2136,0.0,0.0,0.2136,0.2136,0.2864,0.2864,0.0,0.0,0.2864,0.2864,0.0,0.0,0.2864,0.2864,0.0,0.0,0.2864,0.2864,0.0,0.2136,0.2136,0.0,0.0,0.2136,0.2136,0.0
239,4780.0,0.0,0.296,0.0,0.296,0.0,0.204,0.0,0.204,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.592,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.0,0.0,0.0,0.0,0.0,0.204,0.204,0.592,0.0,0.204,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.592,0.0,0.204,0.204,0.0,0.0,0.0,0.0,0.592,0.0,0.204,0.204,0.0,0.296,0.0,0.296,0.0,0.204,0.0,0.204,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
240,4800.0,0.0,0.2907,0.2093,0.5,0.0,0.0,0.2093,0.2093,0.0,0.2907,0.0,0.2907,0.0,0.0,0.0,0.0,0.2093,0.2907,0.5,0.0,0.2093,0.0,0.2093,0.0,0.0,0.2907,0.2907,0.0,0.0,0.0,0.0,0.0,0.2093,0.7907,0.0,0.0,0.2093,0.2093,0.0,0.0,0.0,0.5814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907,0.2907,0.0,0.2093,0.0,0.2093,0.0,0.2093,0.2907,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5814,0.0,0.0,0.2093,0.2093,0.0,0.0,0.2093,0.7907,0.0,0.0,0.0,0.2907,0.2093,0.5,0.0,0.0,0.2093,0.2093,0.0,0.2907,0.0,0.2907,0.0,0.0,0.0,0.0
241,4820.0,0.0,0.0,0.2054,0.2054,0.0,0.5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892,0.2054,0.2054,0.0,0.2054,0.2054,0.0,0.0,0.2946,0.0,0.2946,0.0,0.0,0.0,0.0,0.0,0.5,0.2054,0.2946,0.0,0.2054,0.2054,0.0,0.0,0.2946,0.0,0.2946,0.0,0.0,0.0,0.0,0.0,0.5,0.2054,0.2946,0.0,0.0,0.0,0.0,0.0,0.5892,0.0,0.5892,0.0,0.2054,0.2054,0.0,0.0,0.2054,0.2054,0.0,0.0,0.0,0.0,0.0,0.0,0.5892,0.0,0.5892,0.0,0.2054,0.2054,0.0,0.0,0.2054,0.2054,0.0,0.0,0.0,0.2054,0.2054,0.0,0.5892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892,0.2054,0.2054
242,4840.0,0.5,0.2868,0.2132,0.0,0.2868,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.2132,0.0,0.2132,0.0,0.2868,0.2132,0.2868,0.2132,0.2868,0.0,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.2132,0.0,0.2132,0.2868,0.0,0.2868,0.4264,0.2868,0.0,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4264,0.2868,0.2132,0.2868,0.2132,0.2868,0.0,0.2868,0.0,0.0,0.2132,0.0,0.2132,0.0,0.0,0.0,0.0,0.2868,0.0,0.2868,0.4264,0.2868,0.0,0.2868,0.0,0.0,0.0,0.0,0.4264,0.0,0.0,0.0,0.0,0.5,0.2868,0.2132,0.0,0.2868,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.2132,0.0,0.2132,0.0
243,4860.0,0.2924,0.0,0.0,0.2924,0.2076,0.0,0.0,0.2076,0.2924,0.0,0.0,0.2924,0.2076,0.0,0.0,0.2076,0.0,0.2924,0.0,0.2924,0.0,0.2076,0.0,0.2076,0.0,0.2924,0.0,0.2924,0.0,0.2076,0.0,0.2076,0.2924,0.0,0.0,0.2924,0.0,0.2076,0.2076,0.0,0.2924,0.0,0.0,0.2924,0.0,0.2076,0.2076,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.2924,0.2076,0.2076,0.2924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2924,0.2076,0.2076,0.2924,0.2924,0.0,0.0,0.2924,0.2076,0.0,0.0,0.2076,0.2924,0.0,0.0,0.2924,0.2076,0.0,0.0,0.2076
244,4880.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,1.1404,0.2149,0.0,0.2149,0.0,0.0,0.0,0.0,0.0,0.2149,0.0,0.2149,0.0,0.0,0.5702,0.5702,0.0,0.0,0.2149,0.0,0.2149,0.0,0.0,0.0,0.0,0.0,0.2149,0.0,0.2149,0.0,0.0,1.1404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4298,0.0,0.4298,0.0,0.0,0.5702,0.5702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4298,0.0,0.4298,0.0,0.0,1.1404,0.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.0,1.1404
245,4900.0,0.0,0.0,0.483,0.0,0.2585,0.2585,0.0,0.0,0.2585,0.2585,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.2415,0.2415,0.0,0.517,0.0,0.0,0.0,0.517,0.2415,0.2415,0.0,0.0,0.0,0.0,0.0,0.2415,0.0,0.2415,0.0,0.0,0.0,0.2585,0.2585,0.2415,0.0,0.5,0.2585,0.0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.483,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2585,0.2585,0.0,0.0,0.2585,0.2585,0.483,0.0,0.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,0.0,0.2585,0.2585,0.0,0.0,0.2585,0.2585,0.483,0.0,0.0,0.0,0.0,0.0
246,4920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.281,0.0,0.219,0.281,0.5,0.0,0.219,0.0,0.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.438,0.0,0.0,0.562,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.0,0.0,0.219,0.781,0.0,0.0,0.219,0.219,0.0,0.0,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.562,0.438,0.0,0.0,0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.219,0.219,0.0,0.0,0.0,0.562,0.0,0.0,0.219,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.281,0.281,0.0,0.219,0.281,0.5,0.0,0.219,0.0,0.219
247,4940.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5642,0.0,0.4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5642,0.8716,0.0,0.5642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7821,0.0,0.2179,0.0,0.7821,0.0,0.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2821,0.4358,0.0,0.2821,0.2821,0.4358,0.0,0.2821,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
