,steps,a1_b1,a1_b2,a1_b3,a1_b4,a1_c1,a1_c2,a1_c3,a1_c4,a1_d1,a1_d2,a1_d3,a1_d4,a2_b1,a2_b2,a2_b3,a2_b4,a2_c1,a2_c2,a2_c3,a2_c4,a2_d1,a2_d2,a2_d3,a2_d4,a3_b1,a3_b2,a3_b3,a3_b4,a3_c1,a3_c2,a3_c3,a3_c4,a3_d1,a3_d2,a3_d3,a3_d4,a4_b1,a4_b2,a4_b3,a4_b4,a4_c1,a4_c2,a4_c3,a4_c4,a4_d1,a4_d2,a4_d3,a4_d4,b1_c1,b1_c2,b1_c3,b1_c4,b1_d1,b1_d2,b1_d3,b1_d4,b2_c1,b2_c2,b2_c3,b2_c4,b2_d1,b2_d2,b2_d3,b2_d4,b3_c1,b3_c2,b3_c3,b3_c4,b3_d1,b3_d2,b3_d3,b3_d4,b4_c1,b4_c2,b4_c3,b4_c4,b4_d1,b4_d2,b4_d3,b4_d4,c1_d1,c1_d2,c1_d3,c1_d4,c2_d1,c2_d2,c2_d3,c2_d4,c3_d1,c3_d2,c3_d3,c3_d4,c4_d1,c4_d2,c4_d3,c4_d4
248,4960.0,0.0,0.0,0.0,0.584,0.416,0.0,0.416,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,0.0,0.416,0.0,0.584,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.292,0.0,0.416,0.708,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.208,0.0,0.0,0.208,0.0,0.0,1.168,0.0,0.0,0.208,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.208,0.0,0.0,0.0,0.584,0.584,0.0,0.0,0.0,0.584,0.416,0.0,0.416,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,4980.0,0.0,0.0,0.0,0.0,0.2377,0.2377,0.0,0.0,0.2377,0.2377,1.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.2377,0.0,0.0,0.2377,0.7623,0.5246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.2377,0.5246,0.5246,0.2377,0.2377,0.0,0.0,0.0,0.0,0.2377,0.2377,0.0,0.0,0.2377,0.2377,0.0,0.0,0.0,0.5246,0.5246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.2377,0.0,0.0,0.2377,0.2377,0.5246,0.5246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.2377,0.0,0.0,0.2377,0.2377,1.0492,0.0,0.0,0.0,0.0,0.0
250,5000.0,0.0,0.4714,0.0,0.0,0.0,0.2643,0.0,0.2643,0.0,0.7357,0.0,0.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.4714,0.0,0.0,0.2643,0.2643,0.0,0.0,0.2643,0.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2357,0.2357,0.0,0.5286,0.0,0.0,0.0,0.5286,0.2357,0.2357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2643,1.2071,0.0,0.0,0.0,0.0,0.0,0.0,0.2643,0.2643,0.0,0.0,0.0,0.0,0.0,0.0,0.5286,0.4714,0.4714,0.0,0.0,0.0,0.0,0.0,0.5286,0.0,0.0,0.0,0.4714,0.0,0.0,0.0,0.2643,0.0,0.2643,0.0,0.7357,0.0,0.2643,0.0,0.0,0.0,0.0
251,5020.0,0.2505,0.2505,0.0,0.0,0.0,0.499,0.499,0.0,0.2505,0.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.998,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.0,0.499,0.0,0.499,0.2505,0.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.7495,0.2505,0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.2505,0.5,0.0,0.2495,0.0,0.2495,0.0,0.2495,0.0,0.0,0.0,0.0,0.2505,0.2505,0.0,0.0,0.0,0.499,0.499,0.0,0.2505,0.2505,0.0,0.0,0.0,0.0,0.0,0.0
252,5040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4908,0.0,0.0,0.5092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4908,0.2546,0.7454,0.0,0.0,0.2546,0.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454,0.7454,0.0,0.0,0.2546,0.2546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2454,0.5092,0.7546,0.0,0.2454,0.0,0.2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7546,0.7546,0.0,0.0,0.2454,0.2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4908,0.0,0.0,0.5092,0.0,0.0,0.0,0.0,0.0,0.0
253,5060.0,0.0,0.2654,0.2346,0.5,0.0,0.0,0.2346,0.2346,0.0,0.2654,0.0,0.2654,0.0,0.0,0.0,0.0,0.2654,0.4692,0.0,0.2654,0.0,0.4692,0.0,0.0,0.2654,0.0,0.0,0.2654,0.0,0.0,0.0,0.0,0.2654,0.2346,0.5,0.0,0.0,0.2346,0.2346,0.0,0.2654,0.0,0.2654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2654,0.0,0.0,0.2654,0.0,0.4692,0.0,0.0,0.2654,0.4692,0.0,0.2654,0.0,0.0,0.0,0.0,0.2654,0.0,0.2654,0.0,0.0,0.2346,0.2346,0.0,0.2654,0.2346,0.5,0.0,0.0,0.2654,0.2346,0.5,0.0,0.0,0.2346,0.2346,0.0,0.2654,0.0,0.2654,0.0,0.0,0.0,0.0
254,5080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292,1.0,0.4708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4708,0.4708,0.5292,0.5292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0584,0.0,0.4708,0.4708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646,0.2646,0.2354,0.2354,0.2646,0.2646,0.2354,0.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.5292,0.0,0.0,0.0,0.5292,0.0,0.2354,0.2354,0.0,0.0,0.2354,0.2354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5292,1.0,0.4708,0.0,0.0,0.0,0.0
255,5100.0,0.0,0.0,0.0,0.0,0.2449,0.0,0.0,0.2449,0.0,0.5102,0.0,0.5102,0.2449,0.0,0.0,0.2449,0.0,0.0,0.0,0.0,0.0,0.2449,0.2449,0.0,0.0,0.0,0.5102,0.5102,0.0,0.2449,0.2449,0.0,0.0,0.0,0.0,0.0,0.0,0.2449,0.0,0.2449,0.5102,0.0,0.5102,0.0,0.0,0.2449,0.0,0.2449,0.0,0.2449,0.2449,0.0,0.0,0.0,0.2551,0.2551,0.0,0.0,0.0,0.0,0.0,0.2449,0.5,0.2551,0.0,0.2449,0.0,0.2449,0.2551,0.0,0.2551,0.0,0.0,0.0,0.0,0.0,0.2551,0.2449,0.2551,0.2449,0.0,0.0,0.0,0.0,0.2449,0.0,0.0,0.2449,0.0,0.5102,0.0,0.5102,0.2449,0.0,0.0,0.2449
256,5120.0,0.0,0.2518,0.0,0.2518,0.0,0.2482,0.2482,0.0,0.0,0.5,0.2482,0.2518,0.0,0.0,0.0,0.0,0.2518,0.0,0.0,0.2518,0.2482,0.2482,0.0,0.0,0.5,0.2482,0.0,0.2518,0.0,0.0,0.0,0.0,0.5036,0.0,0.0,0.0,0.0,0.2482,0.2482,0.0,0.5036,0.2482,0.2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2482,0.0,0.2518,0.2482,0.2482,0.0,0.0,0.2518,0.0,0.0,0.2518,0.0,0.0,0.0,0.0,0.5036,0.2482,0.2482,0.0,0.0,0.2482,0.2482,0.0,0.5036,0.0,0.0,0.0,0.0,0.2518,0.0,0.2518,0.0,0.2482,0.2482,0.0,0.0,0.5,0.2482,0.2518,0.0,0.0,0.0,0.0
257,5140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0112,0.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056,0.4944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056,0.0,0.5056,0.0,0.0,0.4944,0.4944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0112,0.0,0.0,0.0,0.9888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0112,0.9888,0.0,0.0,0.0,0.0,0.0
258,5160.0,0.2582,0.7418,0.0,0.0,0.2582,0.2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4836,0.0,0.0,0.0,0.2418,0.7582,0.0,0.0,0.0,0.5164,0.0,0.0,0.0,0.0,0.0,0.0,0.2418,0.2418,0.0,0.0,0.5,0.5,0.0,0.0,0.2582,0.2582,0.0,0.0,0.0,0.0,0.0,0.0,0.2418,0.2418,0.0,0.0,0.0,0.5164,0.0,0.0,0.4836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2582,0.2582,0.0,0.0,0.7418,0.7418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2582,0.7418,0.0,0.0,0.2582,0.2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4836,0.0,0.0
259,5180.0,0.0,0.0,0.0,0.0,0.2836,0.0,0.2836,0.0,0.2836,0.0,0.7164,0.0,0.0,0.0,0.4328,0.0,0.0,0.0,0.0,0.0,0.0,0.2836,0.0,0.2836,0.2164,0.5,0.0,0.2836,0.2164,0.2164,0.0,0.0,0.0,0.0,0.0,0.0,0.2836,0.0,0.0,0.2836,0.2836,0.2164,0.2164,0.2836,0.0,0.2164,0.2164,0.0,0.0,0.2836,0.0,0.2836,0.0,0.0,0.0,0.0,0.4328,0.7164,0.0,0.2836,0.0,0.0,0.0,0.0,0.2836,0.0,0.0,0.2836,0.0,0.0,0.0,0.0,0.2836,0.4328,0.4328,0.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2836,0.0,0.2836,0.0,0.2836,0.0,0.7164,0.0,0.0,0.0,0.4328,0.0
260,5200.0,0.0,0.0,0.2149,0.2149,0.0,0.0,0.2149,0.2149,0.0,0.0,0.5702,0.5702,0.0,0.0,0.0,0.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.4298,0.0,0.0,0.0,0.5702,0.5702,0.0,0.0,0.0,0.0,0.0,0.2149,0.0,0.2149,0.0,0.2149,0.0,0.2149,0.0,0.0,0.5702,0.5702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7149,0.2851,0.0,0.0,0.7149,0.2851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2149,0.2851,0.5,0.0,0.2149,0.2851,0.5,0.0,0.0,0.2149,0.2149,0.0,0.0,0.2149,0.2149,0.0,0.0,0.5702,0.5702,0.0,0.0,0.0,0.0
261,5220.0,0.0,0.0,0.0,0.0,0.5754,0.0,0.0,0.0,0.0,0.4246,0.0,0.0,0.5754,0.4246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877,0.2877,0.0,0.0,0.0,0.4246,0.0,0.0,0.2877,0.7123,0.0,0.0,0.0,0.0,0.0,0.0,0.2877,0.2877,0.0,0.0,0.2123,0.2123,0.0,0.0,0.5,0.5,0.0,0.0,0.5754,0.5754,0.0,0.0,0.0,0.8492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5754,0.5754,0.0,0.0,0.4246,0.4246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5754,0.0,0.0,0.0,0.0,0.4246,0.0,0.0,0.5754,0.4246,0.0,0.0
262,5240.0,0.0,0.0,0.0,0.0,1.2293,0.0,0.2569,0.0,0.2569,0.0,0.2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9724,0.2569,0.2569,0.0,0.0,0.2569,0.2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569,0.9724,0.2569,0.0,0.2569,0.0,0.2569,0.0,0.0,0.0,0.0,0.0,0.9724,0.2569,0.2569,0.0,0.0,0.0,0.0,0.0,0.0,0.2569,0.2569,0.0,0.0,0.0,0.0,0.0,0.2569,0.9724,0.2569,0.0,0.0,0.0,0.0,0.0,0.2569,0.0,0.2569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2293,0.0,0.2569,0.0,0.2569,0.0,0.2569,0.0,0.0,0.0,0.0,0.0
263,5260.0,0.0,0.0,0.0,0.0,0.468,0.532,0.532,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468,0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.0,0.234,0.0,0.266,0.0,0.266,0.0,0.266,0.0,0.266,0.0,0.234,0.0,0.234,0.0,0.468,0.0,0.0,0.0,0.266,0.0,0.0,0.266,0.266,0.0,0.0,0.266,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468,0.532,0.532,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,5280.0,0.2631,0.2631,0.0,0.0,0.0,0.0,0.2369,0.2369,0.0,0.0,0.2369,0.2369,0.2631,0.2631,0.0,0.0,0.2631,0.0,0.2631,0.0,0.2369,0.0,0.0,0.2369,0.2369,0.0,0.0,0.2369,0.2631,0.0,0.2631,0.0,0.0,0.0,0.2631,0.2631,0.0,0.2369,0.0,0.2369,0.0,0.2369,0.0,0.2369,0.0,0.0,0.2631,0.2631,0.2631,0.0,0.2631,0.0,0.2631,0.0,0.2631,0.0,0.2369,0.0,0.0,0.2369,0.2369,0.0,0.0,0.2369,0.0,0.0,0.2631,0.2631,0.0,0.0,0.2631,0.2631,0.0,0.2369,0.0,0.2369,0.0,0.2369,0.0,0.2369,0.2631,0.2631,0.0,0.0,0.0,0.0,0.2369,0.2369,0.0,0.0,0.2369,0.2369,0.2631,0.2631,0.0,0.0
265,5300.0,0.2382,0.0,0.0,0.2382,0.0,0.0,0.0,0.0,0.2382,0.2618,0.2618,0.2382,0.0,0.2618,0.2618,0.0,0.2382,0.0,0.0,0.2382,0.0,0.0,0.0,0.0,0.2382,0.0,0.2618,0.5,0.0,0.0,0.2618,0.2618,0.0,0.4764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7382,0.2618,0.0,0.0,0.2618,0.2618,0.0,0.2382,0.0,0.0,0.2382,0.0,0.0,0.2618,0.2618,0.0,0.0,0.2618,0.2618,0.2382,0.0,0.0,0.2382,0.0,0.4764,0.0,0.0,0.0,0.2618,0.2618,0.0,0.0,0.2618,0.2618,0.0,0.0,0.4764,0.0,0.0,0.2382,0.0,0.0,0.2382,0.0,0.0,0.0,0.0,0.2382,0.2618,0.2618,0.2382,0.0,0.2618,0.2618,0.0
266,5320.0,0.2686,0.0,0.0,0.2686,0.0,0.0,0.0,0.0,0.0,0.2314,0.2314,0.0,0.2686,0.2314,0.2314,0.2686,0.2686,0.2686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2314,0.0,0.2314,0.2686,0.5,0.0,0.2314,0.0,0.0,0.0,0.5372,0.0,0.0,0.0,0.0,0.0,0.0,0.2314,0.2314,0.0,0.0,0.2314,0.7686,0.2686,0.2686,0.0,0.0,0.0,0.2314,0.0,0.2314,0.0,0.2314,0.0,0.2314,0.2686,0.2686,0.0,0.0,0.0,0.0,0.0,0.5372,0.0,0.0,0.2314,0.2314,0.0,0.0,0.2314,0.2314,0.0,0.0,0.0,0.5372,0.2686,0.0,0.0,0.2686,0.0,0.0,0.0,0.0,0.0,0.2314,0.2314,0.0,0.2686,0.2314,0.2314,0.2686
267,5340.0,0.0,0.0,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.4976,0.5024,0.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.5024,0.0,0.0,0.0,0.0,0.0,0.4976,0.4976,0.5024,0.0,0.0,0.0,0.0,0.0,0.2512,0.2512,0.0,0.0,0.0,0.0,0.0,0.0,0.2512,0.7488,0.0,0.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488,0.2488,0.0,0.0,0.0,0.0,1.0048,0.0,0.2488,0.2488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488,0.0,0.2488,0.5024,0.5024,0.0,0.0,0.0,0.2488,0.0,0.2488,0.0,0.0,0.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.4976,0.5024,0.4976,0.0,0.0,0.0,0.0
268,5360.0,0.0,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.5522,0.5522,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.0,0.2239,0.0,0.2239,0.0,0.2239,0.0,0.5522,0.0,0.5522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.4478,0.5522,0.0,0.5522,0.0,0.7239,0.0,0.7239,0.0,0.2761,0.0,0.2761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761,0.0,0.2761,0.8956,0.2761,0.0,0.2761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.4478,0.0,0.0,0.0,0.5522,0.5522,0.0,0.0
269,5380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.624,0.188,0.0,0.188,0.624,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.312,0.0,0.188,0.5,0.312,0.0,0.188,0.188,0.0,0.188,0.0,0.624,0.0,0.624,0.0,0.188,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.188,0.0,0.0,0.188,0.624,0.624,0.0,0.0,0.188,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.624,0.188,0.0,0.188,0.624,0.188,0.0
270,5400.0,0.0,0.0,0.2275,0.2275,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.2275,0.2275,0.0,0.455,0.0,0.0,0.2725,0.2725,0.0,0.0,0.0,0.0,0.0,0.0,0.2725,0.7275,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.545,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.455,0.0,0.0,0.0,0.455,0.0,0.0,0.0,0.0,0.0,0.2275,0.2275,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.2275,0.2275
271,5420.0,0.2319,0.0,0.2319,0.0,0.0,0.0,0.2681,0.2681,0.2319,0.0,0.5,0.2681,0.0,0.0,0.0,0.0,0.2319,0.0,0.0,0.2319,0.2681,0.2681,0.0,0.0,0.5,0.2681,0.0,0.2319,0.0,0.0,0.0,0.0,0.4638,0.0,0.0,0.0,0.0,0.2681,0.0,0.2681,0.4638,0.2681,0.0,0.2681,0.0,0.0,0.0,0.0,0.2319,0.0,0.0,0.2319,0.0,0.0,0.0,0.0,0.5,0.2681,0.0,0.2319,0.2681,0.2681,0.0,0.0,0.4638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4638,0.2681,0.0,0.2681,0.0,0.2681,0.0,0.2681,0.2319,0.0,0.2319,0.0,0.0,0.0,0.2681,0.2681,0.2319,0.0,0.5,0.2681,0.0,0.0,0.0,0.0
272,5440.0,0.0,0.2809,0.2809,0.0,0.4382,0.0,0.4382,0.0,0.0,0.2809,0.2809,0.0,0.0,0.0,0.0,0.0,0.2809,0.0,0.0,0.2809,0.4382,0.0,0.4382,0.0,0.2809,0.0,0.0,0.2809,0.0,0.0,0.0,0.0,0.0,0.2809,0.0,0.2809,0.0,0.4382,0.4382,0.0,0.0,0.2809,0.0,0.2809,0.0,0.0,0.0,0.0,0.2191,0.0,0.2191,0.0,0.2809,0.0,0.0,0.2809,0.5,0.0,0.2191,0.2809,0.0,0.0,0.0,0.0,0.0,0.2191,0.2191,0.0,0.0,0.2809,0.0,0.2809,0.0,0.5,0.2191,0.2809,0.0,0.0,0.0,0.0,0.0,0.2809,0.2809,0.0,0.4382,0.0,0.4382,0.0,0.0,0.2809,0.2809,0.0,0.0,0.0,0.0,0.0
273,5460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.448,0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.172,0.276,0.0,0.0,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,1.172,0.0,0.276,0.0,0.276,0.0,0.0,0.0,1.0,0.552,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.0,1.0,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.448,0.0,0.0,0.552,0.0,0.0,0.0
274,5480.0,0.0,0.0,0.0,0.0,0.0,0.2746,0.0,0.2746,0.2254,0.2746,0.0,0.5,0.2254,0.0,0.0,0.2254,0.0,0.0,0.0,0.0,0.2746,0.0,0.2746,0.0,0.2746,0.2254,0.5,0.0,0.0,0.2254,0.2254,0.0,0.0,0.0,0.0,0.0,0.2746,0.0,0.0,0.2746,0.2746,0.0,0.2254,0.5,0.0,0.0,0.2254,0.2254,0.0,0.2254,0.2254,0.0,0.2746,0.0,0.2746,0.0,0.0,0.0,0.0,0.0,0.2746,0.2254,0.5,0.0,0.0,0.0,0.2254,0.2254,0.2746,0.0,0.0,0.2746,0.0,0.0,0.0,0.0,0.2746,0.0,0.2254,0.5,0.0,0.0,0.0,0.0,0.0,0.2746,0.0,0.2746,0.2254,0.2746,0.0,0.5,0.2254,0.0,0.0,0.2254
275,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.2236,0.0,0.5,0.2764,0.2236,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.5,0.2236,0.0,0.2764,0.5,0.2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2236,0.2764,0.0,0.5,0.2236,0.2764,0.0,0.5,0.0,0.2764,0.2764,0.0,0.0,0.0,0.2236,0.2236,0.0,0.0,0.0,0.0,0.0,0.2764,0.5,0.2236,0.0,0.2764,0.0,0.2764,0.2236,0.0,0.0,0.2236,0.0,0.0,0.0,0.0,0.2236,0.2764,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.2236,0.0,0.5,0.2764,0.2236,0.0,0.5
276,5520.000000000001,0.194,0.194,0.0,0.0,0.806,0.194,0.0,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.194,0.194,0.306,0.0,0.5,0.0,0.306,0.0,0.306,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.194,0.194,0.0,0.306,0.5,0.0,0.0,0.306,0.306,0.0,0.0,0.0,0.0,0.194,0.612,0.0,0.806,0.194,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.612,0.806,0.194,0.0,0.0,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.194,0.0,0.0,0.806,0.194,0.0,0.0,0.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,5540.000000000001,0.3098,0.0,0.0,0.3098,0.3804,0.0,0.3804,0.0,0.3098,0.0,0.0,0.3098,0.0,0.0,0.0,0.0,0.0,0.0,0.3098,0.3098,0.3804,0.3804,0.0,0.0,0.0,0.0,0.3098,0.3098,0.0,0.0,0.0,0.0,0.0,0.0,0.6196,0.0,0.0,0.3804,0.3804,0.0,0.0,0.0,0.6196,0.0,0.0,0.0,0.0,0.0,0.1902,0.1902,0.3098,0.3098,0.0,0.0,0.0,0.0,0.1902,0.1902,0.0,0.0,0.0,0.0,0.3098,0.3098,0.0,0.1902,0.8098,0.0,0.0,0.0,0.0,0.0,0.0,0.1902,0.1902,0.0,0.0,0.0,0.6196,0.0,0.3098,0.0,0.0,0.3098,0.3804,0.0,0.3804,0.0,0.3098,0.0,0.0,0.3098,0.0,0.0,0.0,0.0
278,5560.000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3271,0.1729,0.0,0.5,0.3271,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729,0.6542,0.0,0.1729,0.1729,0.6542,0.0,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729,0.5,0.3271,0.0,0.1729,0.5,0.3271,0.1729,0.6542,0.0,0.1729,0.0,0.6542,0.0,0.0,0.1729,0.0,0.0,0.1729,0.0,0.0,0.0,0.0,0.0,0.1729,0.5,0.3271,0.0,0.0,0.3271,0.3271,0.0,0.1729,0.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3271,0.1729,0.0,0.5,0.3271,0.1729,0.0
279,5580.000000000001,0.0,0.0,0.3187,0.3187,0.1813,0.1813,0.0,0.0,0.1813,0.1813,0.3187,0.3187,0.0,0.0,0.0,0.0,0.0,0.3187,0.3187,0.0,0.0,0.0,0.1813,0.1813,0.0,0.3187,0.5,0.1813,0.0,0.0,0.0,0.0,0.3187,0.0,0.0,0.3187,0.1813,0.0,0.1813,0.0,0.5,0.0,0.1813,0.3187,0.0,0.0,0.0,0.0,0.0,0.0,0.1813,0.1813,0.0,0.0,0.1813,0.1813,0.0,0.3187,0.3187,0.0,0.0,0.3187,0.3187,0.0,0.1813,0.0,0.1813,0.0,0.1813,0.0,0.1813,0.0,0.3187,0.0,0.0,0.3187,0.3187,0.0,0.0,0.3187,0.0,0.0,0.3187,0.3187,0.1813,0.1813,0.0,0.0,0.1813,0.1813,0.3187,0.3187,0.0,0.0,0.0,0.0
